sounds,Value,Elo,RW,Best,Worst,Unchosen,BestWorst,ABW,David,ValueLogit,RWLogit,BestWorstLogit
n_Vc-pont-C4-mf-2c.wav,0.6186201059026312,309.6793922412636,0.6460723567369576,3,0,5,56.75,0.7884573603642703,9400,0.48369538626647607,0.6018190101632819,56.75
n_PFL_FLatter_f_C6.wav,0.5882858439727301,368.41812972583324,0.6308087482718497,2,0,6,38.0,0.5108256237659907,6600,0.35688364647007575,0.5356879163905708,38.0
n_Cb-pizz_lv-C3-pp.wav,0.33394374394021253,-562.363620706033,0.28383299151145047,0,4,4,-74.5,-1.0986122886681098,-13900,-0.6904015880575365,-0.9255273847116113,-74.5
n_Cb-pizz_lv-C2-mf.wav,0.41395387764842184,-341.1873339138199,0.38713927006987475,0,2,6,-37.0,-0.5108256237659907,-7100,-0.34764393259156795,-0.459353216609119,-37.0
n_Tbn-flatt-C5-ff.wav,0.7166068497479368,570.7742322320261,0.7688383546772379,6,0,2,113.0,1.9459101490553132,14300,0.9276922064316034,1.2017635163263147,113.0
n_MA_ES_A-So_f_C3.wav,0.3227390084355489,-372.7059573461489,0.2888976335698147,0,5,3,-93.25,-1.466337068793427,-11600,-0.7412127373572702,-0.9007439784637968,-93.25
n_MA_ES_A-Ha_f_C7.wav,0.4023319238885732,-228.27062601940625,0.3991823470110116,1,4,3,-55.75,-0.7884573603642702,-7500,-0.39575811393321486,-0.40887315994471785,-55.75
n_Vn-pizz_lv-C6-ff.wav,0.4595756569363857,-141.17248183117175,0.45389264285131403,0,1,7,-18.25,-0.25131442828090605,-2500,-0.16205107264005872,-0.18495488064369106,-18.25
n_TpC-brassy-C5-ff.wav,0.6561578684896914,498.57428136484737,0.6910459919714724,4,0,4,75.5,1.0986122886681098,12600,0.64621878116806,0.805013955634022,75.5
n_Fl-ord-C5-ff.wav,0.3741923455661176,-392.30274042616554,0.3427209232492508,0,3,5,-55.75,-0.7884573603642702,-10500,-0.5142731044291816,-0.6511922215041596,-55.75
n_Ob-mul-C6+_D#5+_A#4-f.wav,0.6164518272152169,395.382611347184,0.6528390221721116,4,1,3,56.75,0.7884573603642703,10200,0.47451495396507354,0.6315419930538981,56.75
n_TpC-ord-C6-pp.wav,0.5047421520682527,8.460054479683036,0.5153096408659057,0,0,8,0.5,0.0,100,0.018969177058617344,0.061257712112399505,0.5
n_TpC-ord-C5-pp.wav,0.4891343952145446,-118.0577056022708,0.48439871713871596,1,1,6,0.5,0.0,-2200,-0.04346926272454671,-0.06242539583166402,0.5
n_Fl-flatt-C4-pp.wav,0.6802061312320942,499.40106073751633,0.7173570052268806,5,0,3,94.25,1.466337068793427,13700,0.7547192582658977,0.9313890332101059,94.25
n_MA_ES_A-Ha_p_C5.wav,0.275077952629448,-627.2435193984041,0.21731622356709282,0,6,2,-112.0,-1.9459101490553135,-18100,-0.969009606600392,-1.2813752086594834,-112.0
n_Cb-pizz_lv-C4-pp.wav,0.36838882812098883,-485.07815937986555,0.32955099308952174,0,3,5,-55.75,-0.7884573603642702,-11200,-0.539134991927034,-0.7102165465305874,-55.75
n_Cb-pizz_bartok-C3-ff.wav,0.6191908146834472,363.7120336053005,0.661068998521637,3,0,5,56.75,0.7884573603642703,8200,0.48611506426723644,0.6680616682571312,56.75
n_Hp-ord-C2-ff.wav,0.6021673182160034,304.8688367554238,0.6197703487829092,5,2,1,56.75,0.7884573603642703,9800,0.4145038245623327,0.48857358874785267,56.75
n_Xyl_HO_p_C7.wav,0.38257567438034157,-359.42070234728715,0.36079556728076423,1,4,3,-55.75,-0.7884573603642702,-11800,-0.4786300361727527,-0.5719128269145126,-55.75
n_Hn-ord-C3-pp.wav,0.3397196626099555,-452.9598276659632,0.30526005788063265,0,4,4,-74.5,-1.0986122886681098,-13400,-0.6645437426896936,-0.8223735294416916,-74.5
n_Va-nonvib-C5-pp.wav,0.5380488062814289,39.974279189628135,0.5538202212867878,2,1,5,19.25,0.25131442828090617,2400,0.15249002984286772,0.21611816168393455,19.25
n_Cb-nonvib-C5-pp.wav,0.5459425728792222,156.18525393397582,0.5658540673560777,1,0,7,19.25,0.25131442828090617,3300,0.18429011083900584,0.26495548552000625,19.25
n_Hn-ord-C5-pp.wav,0.3334397573014972,-538.1536990242372,0.2899368914069856,0,4,4,-74.5,-1.0986122886681098,-15000,-0.6926683109164617,-0.8956905679667903,-74.5
n_Fl-ord-C7-mf.wav,0.567785365213996,94.80101818351172,0.5747844908827661,2,0,6,38.0,0.5108256237659907,4600,0.2728211645203325,0.3013990513995928,38.0
n_Xyl_HO_f_C8.wav,0.3069838398607848,-618.2808570389814,0.2448395636339142,0,5,3,-93.25,-1.466337068793427,-14400,-0.8142582107104533,-1.1263270714412457,-93.25
n_Va-nonvib-C5-ff.wav,0.5345658184320906,-0.6751087349884628,0.544699499476683,1,0,7,19.25,0.25131442828090617,1700,0.1384841693345655,0.17927662382543638,19.25
n_Bn-mul-C#3_C3_C2_C#4-mf.wav,0.8008988860864504,1320.7010267968803,0.9540928016427386,8,0,0,150.5,9.903437551286196,24300,1.3919218987028168,3.034139011346296,150.5
n_Ob-flatt-C6-mf.wav,0.5905034145138807,108.32154875451828,0.5975353714836203,4,1,3,56.75,0.7884573603642703,6200,0.3660468530248866,0.39520626765465133,56.75
n_Tbn-pedal_tone-C1-f.wav,0.6998085458106522,550.6935332686,0.7309145288306899,7,1,0,113.0,1.9459101490553132,17700,0.8463863399123408,0.9992674634663387,113.0
n_BKL_stac_mf1_C4.wav,0.478098352067579,-192.8954725091671,0.45835459146141017,1,1,6,0.5,0.0,-3900,-0.08766268741809398,-0.16696845782335254,0.5
n_Vn-ord-C7-pp.wav,0.691131051353013,529.0396417581239,0.743508493900332,5,0,3,94.25,1.466337068793427,14800,0.8054123878960868,1.0642846406038735,94.25
n_Vn-pizz_lv-C7-pp.wav,0.5481804212404107,160.36468345260974,0.5783004505765398,1,0,7,19.25,0.25131442828090617,3600,0.19332153049240186,0.3158004520282137,19.25
n_BKL-L_pA_sus_pp_C2.wav,0.4028080526848825,-164.2948997332972,0.39814311271252417,0,3,5,-55.75,-0.7884573603642702,-4400,-0.39377842909261507,-0.4132081679576478,-55.75
n_ClBb-flatt-C6-ff.wav,0.5988678155513086,145.03572902937464,0.6116253276578436,3,0,5,56.75,0.7884573603642703,5900,0.40074988853922106,0.4541493612767617,56.75
n_ASax-ord-C4-ff.wav,0.49827892882701674,16.160129767314793,0.5016328601231587,2,2,4,0.5,0.0,-300,-0.006884311881250612,0.006531463711899031,0.5
n_MA_ES_A-So_f_C5.wav,0.3375480741399644,-534.5958440742668,0.2951814094948874,0,4,4,-74.5,-1.0986122886681098,-13500,-0.6742400484229686,-0.8703503364903165,-74.5
n_Hn-ord-C4-pp.wav,0.35050723377484766,-344.36573830291286,0.32148951604786197,0,4,4,-74.5,-1.0986122886681098,-10300,-0.616810353890662,-0.7469349971642265,-74.5
n_Bn-ord-C4-pp.wav,0.41919466046241516,-247.64669330743394,0.40056243973409816,1,3,4,-37.0,-0.5108256237659907,-6500,-0.3260802614078521,-0.40312215721433403,-37.0
n_Fl-mul-A#5_G#4_C#6_C5-mf.wav,0.5611715180549464,265.943927827603,0.5927828058382503,3,2,3,19.25,0.25131442828090617,7800,0.2459179600665365,0.3754813788720636,19.25
n_MA_ES_A-Ha_p_C3.wav,0.27508638412966707,-796.1943352756695,0.21752269401931662,0,6,2,-112.0,-1.9459101490553135,-18400,-0.968967324784205,-1.2801617346477616,-112.0
n_TpC-ord-C5-mf.wav,0.33208149658630215,-260.8789120937204,0.3143286246361864,0,5,3,-93.25,-1.466337068793427,-10900,-0.6987857547774934,-0.7799594543835296,-93.25
n_Vc-pizz_bartok-C3-ff-3c.wav,0.5916519837717128,311.86431939250866,0.6346967812948716,3,1,4,38.0,0.5108256237659907,8700,0.3707988049986637,0.552419630186128,38.0
n_Fl-aeolian+ord-C5-mf.wav,0.4593679077451657,-174.75457038231488,0.45506198633051476,2,3,3,-18.25,-0.25131442828090605,-4500,-0.1628875652959225,-0.18023840844308264,-18.25
n_Vc-ord-C4-ff.wav,0.6167430965008046,314.04467075704906,0.644177892476449,3,0,5,56.75,0.7884573603642703,7900,0.47574703136196944,0.5935440105193698,56.75
n_Gsp_HH_p_C6.wav,0.3363083681779791,-328.2660299901236,0.3148669853523468,0,5,3,-93.25,-1.466337068793427,-9000,-0.6797891301869402,-0.7774627204563431,-93.25
n_Fl-flatt-C5-pp.wav,0.5523484238231505,173.09266482815303,0.5873173743736976,1,0,7,19.25,0.25131442828090617,4500,0.21016385165406098,0.35288650897360213,19.25
n_Tbn+C-ord-C4-mf.wav,0.4494406062873955,-245.73091079525807,0.4342215776029264,2,3,3,-18.25,-0.25131442828090605,-5900,-0.20293112849000372,-0.26464757040354137,-18.25
n_ClBb-ord-C5-pp.wav,0.23288101077412754,-1375.1179907146775,0.14689580628703747,0,7,1,-130.75,-2.70805020110221,-21700,-1.1921142854729456,-1.7591581550618667,-130.75
n_Gtr-ord-C3-ff.wav,0.47082794516092674,-31.181998020040766,0.4791253546235441,1,2,5,-18.25,-0.25131442828090605,-1200,-0.11682089403894078,-0.08354714507092276,-18.25
n_Va-pizz_lv-C5-mf.wav,0.3776454021699684,-385.67958355313897,0.3525534794256036,0,3,5,-55.75,-0.7884573603642702,-10600,-0.49955435743141535,-0.6078338710277706,-55.75
n_BTb-flatt-C4-mf.wav,0.5430908561559662,59.175810989952815,0.5579357711202908,1,0,7,19.25,0.25131442828090617,2900,0.17279206734832392,0.23278866450887187,19.25
n_Fl-aeolian+ord-C6-ff.wav,0.3802851233055333,-319.1602549569036,0.3564358178178273,1,4,3,-55.75,-0.7884573603642702,-11000,-0.4883382001083676,-0.5908675717987313,-55.75
n_Tbn-flatt-C5-pp.wav,0.7176689938447925,655.8775842759851,0.7704181847189924,6,0,2,113.0,1.9459101490553132,15900,0.9329282881032184,1.210674004890544,113.0
n_Acc-ord-C4-pp.wav,0.49159012776129873,203.3269114879054,0.5179250769767387,1,2,5,-18.25,-0.25131442828090605,2100,-0.0336426617398448,0.07173104882947859,-18.25
n_Cb-pizz_lv-C3-ff.wav,0.5018102075126375,13.231243382375045,0.5063838854200104,1,1,6,0.5,0.0,800,0.007240861686962577,0.02553692938282594,0.5
n_Fl-flatt-C5-ff.wav,0.6623785798568936,521.6267119361082,0.7147427163009875,4,0,4,75.5,1.0986122886681098,13300,0.6739120563753921,0.9185311177395448,75.5
n_ClBb-ord-C6-ff.wav,0.47876810969383454,-15.182823864099007,0.49419616009661144,1,2,5,-18.25,-0.25131442828090605,-100,-0.08497866287539603,-0.023216402363346204,-18.25
n_Va-ord-C6-ff.wav,0.43476572597854224,-104.00890861912991,0.4317979906568509,1,3,4,-37.0,-0.5108256237659907,-4700,-0.26243296444725434,-0.2745191410863814,-37.0
n_Vc-pont-C2-mf-4c.wav,0.6962302405200068,501.9332837573774,0.7408110958552232,5,0,3,94.25,1.466337068793427,16800,0.8294103666502646,1.0501885059476876,94.25
n_Gsp_ME_p_C7.wav,0.3670047578171559,-418.4925730442537,0.33458370185093533,0,3,5,-55.75,-0.7884573603642702,-12000,-0.5450880937671229,-0.6875257790314264,-55.75
n_Hp-ord-C7-ff.wav,0.6587478804922452,465.38116702183567,0.7019571413275774,4,0,4,75.5,1.0986122886681098,12700,0.6577193248897015,0.8566350527095818,75.5
n_Vib_ES_So_sp-0_p1_C4.wav,0.19481192193937927,-1634.9357976414933,0.07132284956452241,0,8,0,-149.5,-9.903437551286196,-25700,-1.4190412972154232,-2.566544407831502,-149.5
n_ClBb-ord-C6-mf.wav,0.32605654802593337,-519.3017253131976,0.299048518177553,1,6,1,-93.25,-1.466337068793427,-14600,-0.7260753817178316,-0.8518328434535077,-93.25
n_Acc-ord-C5-pp.wav,0.4733217843624328,-77.8403954605262,0.4785152301590848,2,3,3,-18.25,-0.25131442828090605,-1500,-0.10681430314300536,-0.08599203014063128,-18.25
n_MA_ES_A-Ha_f_C2.wav,0.5435932285114953,148.73467691678934,0.5608123233658473,1,0,7,19.25,0.25131442828090617,2900,0.17481677083220057,0.24445947896081102,19.25
n_Tbn+H-ord-C4-mf.wav,0.34972815731061213,-384.6346302182885,0.31532778701394615,0,4,4,-74.5,-1.0986122886681098,-11000,-0.6202343356797901,-0.7753275110677962,-74.5
n_BTb-ord-C2-pp.wav,0.3720103616012867,-238.11125076043896,0.36722443534199206,1,5,2,-74.5,-1.0986122886681098,-9900,-0.5236019593148391,-0.5441425994900467,-74.5
n_Fl-aeolian+ord-C6-mf.wav,0.4700090903724032,-290.5833235679441,0.4466438642258874,1,1,6,0.5,0.0,-4500,-0.1201078190180881,-0.21424024833053718,0.5
n_PFL-L_LV_nA_sus_f_C8.wav,0.552850980226697,-9.727480948945752,0.5559960741314967,4,2,2,38.0,0.5108256237659907,2500,0.21219657340508666,0.22492782887176677,38.0
n_BKL_stac_mf1_C5.wav,0.4257579239165825,-124.03653902036551,0.42005619319100124,0,2,6,-37.0,-0.5108256237659907,-5200,-0.2991801117160859,-0.3225427183949626,-37.0
n_Tbn-flatt-C4-pp.wav,0.6912408872170961,631.6549090404129,0.7333179139931784,5,0,3,94.25,1.466337068793427,16100,0.8059269671072846,1.0115220642305607,94.25
n_Gsp_HH_p_C7.wav,0.35210250133307575,-386.92077581989224,0.33304372413347993,0,4,4,-74.5,-1.0986122886681098,-11100,-0.6098101725933147,-0.6944507052783851,-74.5
n_Cb-nonvib-C3-ff.wav,0.5653936566481333,362.17339882466536,0.611362809891382,1,0,7,19.25,0.25131442828090617,5000,0.26308156241256836,0.4530443446547248,19.25
n_Va-pizz_lv-C3-ff.wav,0.46298589020865144,-113.06107542057839,0.46387377706932803,0,1,7,-18.25,-0.25131442828090605,-3000,-0.14832779046980657,-0.14475714084893676,-18.25
n_Vc-nonvib-C3-pp.wav,0.4658476015448213,-156.78893138831373,0.4616560591441357,2,3,3,-18.25,-0.25131442828090605,-2500,-0.13682264328321997,-0.15367749806447323,-18.25
n_BTb-flatt-C2-mf.wav,0.7522559589193036,871.1395224818893,0.8252619472564926,7,0,1,131.75,2.70805020110221,18300,1.1106805161658275,1.5524128366930294,131.75
n_MA_ES_A-Ha_p_C6.wav,0.35917230165991926,-390.3656518311275,0.34358140147899147,1,5,2,-74.5,-1.0986122886681098,-13600,-0.5789583971825241,-0.6473746327045539,-74.5
n_BTb-play+sing_min2nd-C3-mf.wav,0.6635988356397958,424.0954821735163,0.6937272268578791,6,1,1,94.25,1.466337068793427,12500,0.679373414373198,0.817602717996381,94.25
n_Hp-ord-C3-ff.wav,0.455614729161456,40.708583766268006,0.47552153217094634,1,3,4,-37.0,-0.5108256237659907,-1100,-0.17800965443878175,-0.09799221005700864,-37.0
n_Cb-ord-C4-ff.wav,0.5360273827562366,134.14404981779836,0.5400177293089822,2,1,5,19.25,0.25131442828090617,3500,0.14435971107370577,0.1604140243086993,19.25
n_Fl-aeolian+ord-C5-ff.wav,0.3914658702147198,-285.7959124211368,0.3709617632757172,1,4,3,-55.75,-0.7884573603642702,-8800,-0.44115466458780095,-0.5280930512084357,-55.75
n_Acc-ord-C8-pp.wav,0.384688018967317,-302.9245919510223,0.3629492685645931,1,4,3,-55.75,-0.7884573603642702,-10000,-0.46969675997242283,-0.5625862251091912,-55.75
n_Hn-flatt-C5-pp.wav,0.685998076883775,423.4765708816128,0.7411021182419316,5,0,3,94.25,1.466337068793427,14000,0.7814757138820714,1.0517047221688016,94.25
n_Vc-harm_artificial-C4-mf.wav,0.5405310849583079,79.48738437353686,0.5509840133680719,1,0,7,19.25,0.25131442828090617,2600,0.16248085693278053,0.2046473028016563,19.25
n_Tbn-ord-C4-ff.wav,0.6049520862366412,177.89348029928092,0.6235771251288055,3,0,5,56.75,0.7884573603642703,5700,0.42614220038005424,0.5047592759131772,56.75
n_Hn-flatt-C3-ff.wav,0.6992954591023016,686.9238521002984,0.7962097988497081,5,0,3,94.25,1.466337068793427,15000,0.843945150228288,1.3627716785932151,94.25
n_Va-pont-C6-mf.wav,0.6200815215435717,342.6529909386963,0.657851859613741,3,0,5,56.75,0.7884573603642703,9200,0.48989425642848466,0.6537359663124949,56.75
n_Fl-mul-G#5_G4+_D6-mf.wav,0.5169836488576319,145.0398705749073,0.5374457510164503,0,0,8,0.5,0.0,2900,0.06796074066406513,0.15006398139320792,0.5
n_Va-pizz_bartok-C3-ff.wav,0.5459706123463381,131.20413607399155,0.5674194029637013,2,1,5,19.25,0.25131442828090617,4100,0.18440322429376874,0.2713300575205949,19.25
n_Vib_ES_So_sp-0_p1_C5.wav,0.2396125828434355,-746.5537578983052,0.16478891505299176,0,7,1,-130.75,-2.70805020110221,-21700,-1.1548046819102902,-1.6230191370618166,-130.75
n_Hp-ord-C2-pp.wav,0.4244782945957197,-228.09012752347437,0.4150839826483543,0,2,6,-37.0,-0.5108256237659907,-4700,-0.304416070433896,-0.3429874092590133,-37.0
n_TpC-flatt-C6-pp.wav,0.7071079481295561,716.0746187492413,0.7658697949422251,5,0,3,94.25,1.466337068793427,19500,0.8813792215253939,1.1851347823213674,94.25
n_Acc-ord-C2-pp.wav,0.6083566542318503,249.5440298628637,0.6341084030198902,3,0,5,56.75,0.7884573603642703,6700,0.4404097189194827,0.5498828160865376,56.75
n_Fl-aeolian+ord-C6-pp.wav,0.4413856608695395,-49.532502738123284,0.4461643139004852,2,4,2,-37.0,-0.5108256237659907,-4300,-0.235540315220853,-0.21618074627741876,-37.0
n_TpC-brassy-C4-ff.wav,0.6979410783651738,734.1604628637515,0.7643705721843456,5,0,3,94.25,1.466337068793427,16000,0.8375125811541295,1.1767923638814317,94.25
n_TpC-flatt-C4-mf.wav,0.6543702302366077,392.1061237152639,0.7049972649445382,4,0,4,75.5,1.0986122886681098,11300,0.6383051199797471,0.8712092956221622,75.5
n_Xyl_GA_f_C6.wav,0.45138188178621635,-273.37294628717774,0.4409185900194873,1,2,5,-18.25,-0.25131442828090605,-5900,-0.19508887847808085,-0.2374348423039223,-18.25
n_Cb-ord-C5-pp.wav,0.4719414974158102,-49.98862278831617,0.4771680196818737,1,2,5,-18.25,-0.25131442828090605,-1400,-0.11235204616654867,-0.09139147972226759,-18.25
n_Vn-pont-C5-mf.wav,0.6099790730207139,217.63402050967557,0.6422965707368049,3,0,5,56.75,0.7884573603642703,7100,0.4472242534501045,0.5853459120126417,56.75
n_Hn-stacc-C2-mf.wav,0.6501889804358894,410.3728199597894,0.69334783194347,5,1,2,75.5,1.0986122886681098,13100,0.6198699952067805,0.8158176930847403,75.5
n_Bn-ord-C5-mf.wav,0.4239165783063477,-238.33567791706204,0.40741127441254604,1,3,4,-37.0,-0.5108256237659907,-6200,-0.30671579294159623,-0.3746774321541082,-37.0
n_MA_ES_A-So_p_C7.wav,0.4227342228161412,-205.50581416759073,0.40985011763448825,0,2,6,-37.0,-0.5108256237659907,-5100,-0.31155911277354675,-0.36458501642785557,-37.0
n_Va-pizz_lv-C6-mf.wav,0.5116412323300816,102.3301518687932,0.5285189411270126,1,1,6,0.5,0.0,1700,0.046573345924082646,0.11419971487079686,0.5
n_AFL-L_oV_pA_sus_p_C6.wav,0.3300546027614797,-592.6046753871643,0.2913871286979094,0,4,4,-74.5,-1.0986122886681098,-16200,-0.707938108718431,-0.888656634455599,-74.5
n_Vn-pizz_bartok-C4-ff.wav,0.5399341527632053,98.15974448158661,0.5465543946660827,3,2,3,19.25,0.25131442828090617,4600,0.1600775673900677,0.18675851722243014,19.25
n_ClBb-mul-C#4+_A#5_D#6_E5-mf.wav,0.6100447623694654,325.6182169553342,0.6463328326210245,4,1,3,56.75,0.7884573603642703,8200,0.4475003781784766,0.6029583261579862,56.75
n_BTb-flatt-C3-mf.wav,0.628847000072848,532.7385917845122,0.6868634196962103,3,0,5,56.75,0.7884573603642703,10100,0.5272736076646752,0.7854960114494036,56.75
n_BTb-play+sing_aug4th-C4-mf.wav,0.7208053961063318,713.3094424217113,0.771566318631441,6,0,2,113.0,1.9459101490553132,17900,0.9484601488671123,1.2171766952486929,113.0
n_TpC-flatt-C4-pp.wav,0.7164454829508803,496.9004229030621,0.7618341882158786,6,0,2,113.0,1.9459101490553132,16100,0.9268977516999808,1.1627618119760914,113.0
n_ASax-ord-C5-pp.wav,0.2679553748714325,-843.2969323280515,0.19535362671133977,0,6,2,-112.0,-1.9459101490553135,-18800,-1.005021020421029,-1.41559150653693,-112.0
n_Hn-ord-C5-ff.wav,0.34186694063905015,-438.69122341287743,0.31391525510027884,0,4,4,-74.5,-1.0986122886681098,-13700,-0.6549855298565703,-0.7818780936691268,-74.5
n_Gsp_HH_f_C8.wav,0.35866504490681245,-582.5897027226104,0.3005581726992765,0,3,5,-55.75,-0.7884573603642702,-13000,-0.5811629408778102,-0.844641305795336,-55.75
