sounds,Value,Elo,RW,Best,Worst,Unchosen,BestWorst,ABW,David,ValueLogit,RWLogit,BestWorstLogit
n_Vc-pont-C4-mf-2c.wav,0.49654089729499984,-23.52119006199092,0.4953914299460782,2,2,4,0.5,0.0,-400,-0.01383663157043695,-0.018434802274518294,0.5
n_PFL_FLatter_f_C6.wav,0.43124542416338185,-107.1188137567643,0.4271915900376453,1,3,4,-37.0,-0.5108256237659907,-5900,-0.2767716580061768,-0.2933186965247603,-37.0
n_Cb-pizz_lv-C3-pp.wav,0.5749437457844888,165.4114884749114,0.5871119141833018,4,2,2,38.0,0.5108256237659907,8000,0.3020506795678164,0.3520388785542519,38.0
n_Cb-pizz_lv-C2-mf.wav,0.5816051719377779,192.11372262643988,0.6005899623769957,4,2,2,38.0,0.5108256237659907,9100,0.32936626733619884,0.407923890329496,38.0
n_Tbn-flatt-C5-ff.wav,0.4358558774273667,-74.60068722334088,0.4380859534045385,1,3,4,-37.0,-0.5108256237659907,-5000,-0.2579981229864871,-0.2489337644225126,-37.0
n_MA_ES_A-So_f_C3.wav,0.5117169597724675,80.4956585132598,0.5185331214790393,2,2,4,0.5,0.0,3100,0.04687642105355442,0.07416646429522633,0.5
n_MA_ES_A-Ha_f_C7.wav,0.3164911411685192,-360.6135339066487,0.2726928994495601,0,5,3,-93.25,-1.466337068793427,-12200,-0.7699443658588039,-0.9810025584464439,-93.25
n_Vn-pizz_lv-C6-ff.wav,0.4253047570170895,-127.34264415154982,0.41401859970761296,0,2,6,-37.0,-0.5108256237659907,-6400,-0.3010339008045323,-0.34737714931178654,-37.0
n_TpC-brassy-C5-ff.wav,0.4229133205694545,-171.5565787700585,0.41029799221769647,1,3,4,-37.0,-0.5108256237659907,-7100,-0.31082523740523793,-0.362733631766014,-37.0
n_Fl-ord-C5-ff.wav,0.6875819510071213,394.2733800220641,0.724932512270937,5,0,3,94.25,1.466337068793427,15700,0.7888388323397985,0.9690620865166629,94.25
n_Ob-mul-C6+_D#5+_A#4-f.wav,0.4378626310595865,-89.63435947019258,0.4332218072762979,2,4,2,-37.0,-0.5108256237659907,-4400,-0.24984101527830643,-0.2687181788675925,-37.0
n_TpC-ord-C6-pp.wav,0.50077110121303,-4.142360913272526,0.5051732066030596,2,2,4,0.5,0.0,300,0.0030844072974278657,0.020693564836730977,0.5
n_TpC-ord-C5-pp.wav,0.5386323909374012,75.71594905203685,0.5442888767625105,2,1,5,19.25,0.25131442828090617,3600,0.15483817585227425,0.17762102227813295,19.25
n_Fl-flatt-C4-pp.wav,0.6371851334597955,255.6713482864996,0.658724697168907,5,1,2,75.5,1.0986122886681098,11600,0.5631675520867043,0.6576161975073317,75.5
n_MA_ES_A-Ha_p_C5.wav,0.47540306803597854,-8.920572967043556,0.4864650532732951,1,2,5,-18.25,-0.25131442828090605,-900,-0.09846721058796283,-0.054153016892779425,-18.25
n_Cb-pizz_lv-C4-pp.wav,0.5085749186151666,20.592798097323627,0.5162297274560187,3,3,2,0.5,0.0,1900,0.03430303775904386,0.06494172412029743,0.5
n_Cb-pizz_bartok-C3-ff.wav,0.4466170975582844,-39.365723525953854,0.4477923661379186,1,3,4,-37.0,-0.5108256237659907,-2300,-0.21434854889336172,-0.20959446731378592,-37.0
n_Hp-ord-C2-ff.wav,0.6877623994463512,381.8950879370516,0.733560456661639,5,0,3,94.25,1.466337068793427,15100,0.7896789904235881,1.0127626527509235,94.25
n_Xyl_HO_p_C7.wav,0.35848088132630823,-332.3680489617863,0.33363080411118085,1,5,2,-74.5,-1.0986122886681098,-11600,-0.5819636577043997,-0.6918088604431761,-74.5
n_Hn-ord-C3-pp.wav,0.6867130133164255,429.42616614518,0.7269733372587232,5,0,3,94.25,1.466337068793427,14900,0.7847968051430269,0.9793203457036486,94.25
n_Va-nonvib-C5-pp.wav,0.49027308719449625,-31.893450545410538,0.4840900549379717,2,2,4,0.5,0.0,-1500,-0.03891256055429162,-0.06366127184638519,0.5
n_Cb-nonvib-C5-pp.wav,0.5284235229106301,8.133378017479247,0.5289967757092684,3,2,3,19.25,0.25131442828090617,2600,0.11381680042536292,0.11611739715131206,19.25
n_Hn-ord-C5-pp.wav,0.4527132165807191,-123.07371750272841,0.44090695329056895,0,1,7,-18.25,-0.25131442828090605,-4800,-0.18971410013832066,-0.23748204846315746,-18.25
