sounds,Value,Elo,RW,Best,Worst,Unchosen,BestWorst,ABW,David,ValueLogit,RWLogit,BestWorstLogit
n_Vc-pont-C4-mf-2c.wav,0.46824269779144584,-10.992497805168455,0.4700688288840483,1,2,5,-18.25,-0.25131442828090605,-1800,-0.12720043987182708,-0.1198680038776028,-18.25
n_PFL_FLatter_f_C6.wav,0.528976690946644,17.822633479584464,0.5309081938831398,2,1,5,19.25,0.25131442828090617,1600,0.11603678717689976,0.12379061547876594,19.25
n_Cb-pizz_lv-C3-pp.wav,0.2619150529233692,-695.2614626597019,0.20698522544589193,0,6,2,-112.0,-1.9459101490553135,-21600,-1.0360386967110167,-1.343194436616512,-112.0
n_Cb-pizz_lv-C2-mf.wav,0.35171608600983073,-330.53798086975024,0.3251933270548226,0,4,4,-74.5,-1.0986122886681098,-11200,-0.6115044629644848,-0.7300063814461223,-74.5
n_Tbn-flatt-C5-ff.wav,0.5024551429514771,40.175550696008806,0.5079304912190656,2,2,4,0.5,0.0,400,0.00982065073468352,0.03172462538416982,0.5
n_MA_ES_A-Ha_f_C7.wav,0.5472864734129792,144.3079440399781,0.5597782025950534,2,1,5,19.25,0.25131442828090617,5000,0.1897128489221098,0.24026195356409816,19.25
n_MA_ES_A-So_f_C3.wav,0.4487224449972109,-166.03621816183082,0.4335377262287241,1,2,5,-18.25,-0.25131442828090605,-5100,-0.20583387790013977,-0.26743166347605746,-18.25
n_Vn-pizz_lv-C6-ff.wav,0.5507740669108323,205.8877765201996,0.5707262476401427,2,1,5,19.25,0.25131442828090617,6000,0.20379873023954279,0.2848148356884931,19.25
n_TpC-brassy-C5-ff.wav,0.8020206687360011,1194.3894453404196,0.9546880284816833,8,0,0,150.5,9.903437551286196,24700,1.3989717413354945,3.0478133458621297,150.5
n_Fl-ord-C5-ff.wav,0.5702361160706605,79.89717025257622,0.5762736292818404,2,0,6,38.0,0.5108256237659907,4700,0.28281456304388064,0.30749470390863726,38.0
n_Ob-mul-C6+_D#5+_A#4-f.wav,0.49971323421650915,14.99950833716165,0.49895112723641416,0,0,8,0.5,0.0,200,-0.0011470632597345306,-0.004195497208496424,0.5
n_TpC-ord-C6-pp.wav,0.59406368847919,141.80367794133446,0.6072300576938788,4,1,3,56.75,0.7884573603642703,6400,0.38079025415567513,0.43568367505866995,56.75
n_TpC-ord-C5-pp.wav,0.5148783443303602,70.00532325725224,0.5317402661668579,1,1,6,0.5,0.0,2500,0.05953095224153574,0.1271320198394886,0.5
n_Fl-flatt-C4-pp.wav,0.41826763981640236,-240.8772843101921,0.4017098321156637,1,3,4,-37.0,-0.5108256237659907,-7900,-0.32988896546404883,-0.3983458495094271,-37.0
n_MA_ES_A-Ha_p_C5.wav,0.38970211547870287,-244.91552037040867,0.36758461654140995,0,3,5,-55.75,-0.7884573603642702,-6300,-0.44856453244125283,-0.5425928893171392,-55.75
n_Cb-pizz_lv-C4-pp.wav,0.4332774567282728,-151.18041728777683,0.4272217827460976,1,3,4,-37.0,-0.5108256237659907,-5200,-0.2684915418330158,-0.29319531046589165,-37.0
n_Cb-pizz_bartok-C3-ff.wav,0.5368768801698635,50.11073773133731,0.5509117321758479,2,1,5,19.25,0.25131442828090617,2900,0.14777585849888042,0.20435514462902007,19.25
n_Hp-ord-C2-ff.wav,0.4663762556915673,-59.634246473784636,0.45820582786423386,1,2,5,-18.25,-0.25131442828090605,-2100,-0.1346982679524163,-0.16756768412818374,-18.25
n_Xyl_HO_p_C7.wav,0.5927727447871427,333.3845128426994,0.6240177121067567,3,1,4,38.0,0.5108256237659907,10700,0.37543969961486356,0.5066367171396219,38.0
n_Hn-ord-C3-pp.wav,0.23382645332477597,-724.677620068917,0.16029504123234653,0,7,1,-130.75,-2.70805020110221,-23700,-1.1868295185792013,-1.6560344657349761,-130.75
n_Va-nonvib-C5-pp.wav,0.4951508955377733,-37.882634341691585,0.4933119315677885,1,1,6,0.5,0.0,-800,-0.019397025994911134,-0.026753869415006754,0.5
n_Cb-nonvib-C5-pp.wav,0.57245637657816,119.76359858213944,0.5866452582697573,2,0,6,38.0,0.5108256237659907,4200,0.29188020814562327,0.3501141440142775,38.0
n_Fl-ord-C7-mf.wav,0.7223979966291314,556.3226744516589,0.773861630659769,6,0,2,113.0,1.9459101490553132,17700,0.9563877835229839,1.2302460202114656,113.0
n_Hn-ord-C5-pp.wav,0.32539187153363525,-338.8928980035785,0.29963619456322005,0,5,3,-93.25,-1.466337068793427,-12200,-0.7291017573159684,-0.8490308681174832,-93.25
n_Xyl_HO_f_C8.wav,0.5018751907620983,22.693337632488173,0.5086860738811216,1,1,6,0.5,0.0,300,0.007500798215671434,0.03474779133540664,0.5
n_Va-nonvib-C5-ff.wav,0.6195525402242873,292.98711621999587,0.6515068655307232,3,0,5,56.75,0.7884573603642703,9900,0.48764942245959814,0.6256694047708925,56.75
n_Bn-mul-C#3_C3_C2_C#4-mf.wav,0.412162970887267,-214.0377754006761,0.39128861281124555,0,2,6,-37.0,-0.5108256237659907,-7900,-0.3550309165672905,-0.44189881483955584,-37.0
n_Ob-flatt-C6-mf.wav,0.4353850405867971,-133.2477647438792,0.43193761027246197,1,3,4,-37.0,-0.5108256237659907,-4700,-0.2599132207158578,-0.2739500966098276,-37.0
n_Tbn-pedal_tone-C1-f.wav,0.31638770638532115,-507.8810659105616,0.28308148449755116,0,5,3,-93.25,-1.466337068793427,-15500,-0.7704225542395234,-0.9292274004154845,-93.25
n_BKL_stac_mf1_C4.wav,0.4983287393642205,-19.354014397298606,0.5008204588797734,0,0,8,0.5,0.0,0,-0.006685067439382599,0.0032818384646675375,0.5
n_Vn-ord-C7-pp.wav,0.5257498536794025,-6.970677065803365,0.5234714099471746,2,1,5,19.25,0.25131442828090617,0,0.10309061892886125,0.09395469413262453,19.25
n_Vn-pizz_lv-C7-pp.wav,0.4840275512158436,-125.94740149357422,0.4765680380557033,1,1,6,0.5,0.0,-2900,-0.06391154113070792,-0.09379655422488893,0.5
n_BKL-L_pA_sus_pp_C2.wav,0.32247199327129844,-368.71223482592654,0.2904693713925471,0,5,3,-93.25,-1.466337068793427,-12300,-0.7424346003492214,-0.8931055283244012,-93.25
n_ClBb-flatt-C6-ff.wav,0.5097367483093048,89.28239889131478,0.5223160862445878,2,2,4,0.5,0.0,1600,0.03895191747924255,0.08932368836496923,0.5
n_ASax-ord-C4-ff.wav,0.6197185826649637,293.68951765898555,0.6569119838066414,3,0,5,56.75,0.7884573603642703,8700,0.4883539255017037,0.6495630214757686,56.75
n_MA_ES_A-So_f_C5.wav,0.48864817733830007,-110.12404486846901,0.4852494751945201,1,1,6,0.5,0.0,-1800,-0.045415094873315076,-0.05901922490920291,0.5
n_Hn-ord-C4-pp.wav,0.3471431451947704,-321.5900148051818,0.34031420406771135,1,6,1,-93.25,-1.466337068793427,-12500,-0.6316206765573564,-0.6618943344192036,-93.25
n_Bn-ord-C4-pp.wav,0.37639220061734785,-394.50510773192,0.3465617758271466,1,4,3,-55.75,-0.7884573603642702,-12500,-0.5048899576322099,-0.6341869099190093,-55.75
n_Fl-mul-A#5_G#4_C#6_C5-mf.wav,0.47487717602516993,-58.84066317629524,0.4749410829933226,2,3,3,-18.25,-0.25131442828090605,-1100,-0.10057599184895416,-0.10031971862693688,-18.25
n_MA_ES_A-Ha_p_C3.wav,0.33364649632197785,-446.9518219581233,0.29788400557217926,0,4,4,-74.5,-1.0986122886681098,-15500,-0.6917382777900851,-0.857394456919517,-74.5
n_TpC-ord-C5-mf.wav,0.6154021419061663,236.60950062730214,0.6399201193729751,3,0,5,56.75,0.7884573603642703,8800,0.4700776794320199,0.575017457617445,56.75
n_Vc-pizz_bartok-C3-ff-3c.wav,0.5745343184245767,166.44465061348845,0.5922928583108362,3,1,4,38.0,0.5108256237659907,5800,0.30037554125195914,0.3734520789642897,38.0
n_Vc-ord-C4-ff.wav,0.6185032466570229,248.62506779339964,0.6463643889537213,3,0,5,56.75,0.7884573603642703,9400,0.48320010061504715,0.6030963786778674,56.75
n_Fl-aeolian+ord-C5-mf.wav,0.3779632117341187,-268.8194240314142,0.35735551019517003,0,3,5,-55.75,-0.7884573603642702,-9600,-0.4982023686835309,-0.5868605651916696,-55.75
n_Gsp_HH_p_C6.wav,0.728369249189004,619.8926460271912,0.7809089165440899,6,0,2,113.0,1.9459101490553132,20300,0.9863645198042875,1.2709709693524065,113.0
n_Fl-flatt-C5-pp.wav,0.3832143002319458,-238.9495120834038,0.3611761053581899,0,3,5,-55.75,-0.7884573603642702,-8800,-0.4759272740944511,-0.570263155293246,-55.75
n_Tbn+C-ord-C4-mf.wav,0.39300256970678127,-228.69623543121892,0.38164898846512185,0,3,5,-55.75,-0.7884573603642702,-7100,-0.43470840705421837,-0.4825549682325946,-55.75
