sounds,Value,Elo,RW,Best,Worst,Unchosen,BestWorst,ABW,David,ValueLogit,RWLogit,BestWorstLogit
n_Vc-pont-C4-mf-2c.wav,0.4887902265773272,-52.64494085576198,0.4807687586192699,1,1,6,0.5,0.0,-2200,-0.044846608539267634,-0.07696293253396631,0.5
n_PFL_FLatter_f_C6.wav,0.5735745373711503,139.1580949839897,0.5903222648881327,3,1,4,38.0,0.5108256237659907,5800,0.29645031095788543,0.36529776074852516,38.0
n_Cb-pizz_lv-C3-pp.wav,0.4144482530924332,-161.31193448432904,0.3989622279806065,0,2,6,-37.0,-0.5108256237659907,-7500,-0.34560643481892556,-0.40979103548486007,-37.0
n_Cb-pizz_lv-C2-mf.wav,0.378068404146235,-277.28908444071874,0.34765824106219,0,3,5,-55.75,-0.7884573603642702,-9100,-0.4977549695823838,-0.6293486634289357,-55.75
n_Tbn-flatt-C5-ff.wav,0.48472182788866836,-96.33988890652648,0.4738960369132175,1,1,6,0.5,0.0,-2100,-0.06113171921330315,-0.1045108754300749,0.5
n_MA_ES_A-So_f_C3.wav,0.46070304677284646,-73.71122212924396,0.45670327135387734,1,2,5,-18.25,-0.25131442828090605,-3800,-0.15751266755643217,-0.17362174908215305,-18.25
n_MA_ES_A-Ha_f_C7.wav,0.5305652614175629,26.45899438788109,0.5385158984881674,2,1,5,19.25,0.25131442828090617,600,0.12241368215029483,0.154369416061192,19.25
n_Vn-pizz_lv-C6-ff.wav,0.4914168687906105,-63.68523128618423,0.4880867837055391,1,1,6,0.5,0.0,-1800,-0.03433589780989185,-0.04766188574350952,0.5
n_TpC-brassy-C5-ff.wav,0.5439163504792465,106.83396499737313,0.556534783732348,3,2,3,19.25,0.25131442828090617,5400,0.17611923290867385,0.22711030461074835,19.25
n_Fl-ord-C5-ff.wav,0.5803561954705526,155.83647221542435,0.59601317114274,2,0,6,38.0,0.5108256237659907,6400,0.32423577816473625,0.3888804904627172,38.0
n_Ob-mul-C6+_D#5+_A#4-f.wav,0.4003662021473441,-178.99696651636532,0.3964303596226704,1,4,3,-55.75,-0.7884573603642702,-8200,-0.40393949831560855,-0.42036104016818676,-55.75
n_TpC-ord-C6-pp.wav,0.6535565470985211,309.29454676746474,0.6875197312316703,4,0,4,75.5,1.0986122886681098,11900,0.6347094487056729,0.7885492018605275,75.5
